group,statement_split,statement_idx,statement_id,alpha,alpha_norm,expected_probability
binarySentiment,all,34,all:34,-8.6,-0.205,3.5817479302831805e-10
binarySentiment,all,35,all:35,-8.6,-0.205,8.423463754468647e-12
binarySentiment,all,36,all:36,-8.6,-0.205,3.97896253583724e-12
binarySentiment,all,37,all:37,-8.6,-0.205,7.287724095819692e-14
binarySentiment,all,38,all:38,-8.6,-0.205,2.289734845645553e-11
binarySentiment,all,39,all:39,-8.6,-0.205,4.1399377187851675e-08
binarySentiment,all,40,all:40,-8.6,-0.205,1.317651427009547e-10
binarySentiment,all,41,all:41,-8.6,-0.205,2.646573638909117e-09
binarySentiment,all,42,all:42,-8.6,-0.205,0.9999963045188522
binarySentiment,all,43,all:43,-8.6,-0.205,2.825757287115611e-15
binarySentiment,all,44,all:44,-8.6,-0.205,7.582560427911907e-10
binarySentiment,all,45,all:45,-8.6,-0.205,1.0261879631701889e-10
binarySentiment,all,46,all:46,-8.6,-0.205,1.2501528663867426e-09
binarySentiment,all,47,all:47,-8.6,-0.205,8.764248219443637e-08
binarySentiment,all,48,all:48,-8.6,-0.205,2.289734845645553e-11
binarySentiment,all,49,all:49,-8.6,-0.205,3.266131342787448e-13
binarySentiment,all,50,all:50,-8.6,-0.205,5.384940217754037e-13
binarySentiment,all,51,all:51,-8.6,-0.205,5.384940217754037e-13
binarySentiment,all,52,all:52,-8.6,-0.205,1.463778514125909e-12
binarySentiment,all,53,all:53,-8.6,-0.205,1.5229979744712632e-08
binarySentiment,all,54,all:54,-8.6,-0.205,1.0
binarySentiment,all,55,all:55,-8.6,-0.205,8.764248219443637e-08
binarySentiment,all,56,all:56,-8.6,-0.205,4.910429870159115e-16
binarySentiment,all,57,all:57,-8.6,-0.205,1.98100879804898e-13
binarySentiment,all,58,all:58,-8.6,-0.205,1.855391362615978e-07
binarySentiment,all,59,all:59,-8.6,-0.205,3.442477108469976e-14
binarySentiment,all,60,all:60,-8.6,-0.205,3.398267819495071e-09
binarySentiment,all,61,all:61,-8.6,-0.205,0.0475071525156794
binarySentiment,all,62,all:62,-8.6,-0.205,9.237449661970594e-09
binarySentiment,all,63,all:63,-8.6,-0.205,0.2691463487291838
binarySentiment,all,64,all:64,-8.6,-0.205,2.646573638909117e-09
binarySentiment,all,65,all:65,-8.6,-0.205,1.9039802832864526e-17
binarySentiment,all,66,all:66,-8.6,-0.205,1.98100879804898e-13
binarySentiment,all,67,all:67,-8.6,-0.205,7.681204685202094e-15
binarySentiment,all,68,all:68,-8.6,-0.205,8.095930175212602e-16
binarySentiment,all,69,all:69,-8.6,-0.205,5.384940217754037e-13
binarySentiment,all,70,all:70,-8.6,-0.205,1.1399918530443554e-12
binarySentiment,all,71,all:71,-8.6,-0.205,5.3157852544244216e-08
binarySentiment,all,72,all:72,-8.6,-0.205,0.99999940395373
binarySentiment,all,73,all:73,-8.6,-0.205,1.0815941557285691e-11
binarySentiment,all,74,all:74,-8.6,-0.205,4.910429870159115e-16
binarySentiment,all,75,all:75,-8.6,-0.205,1.1861120151343832e-08
binarySentiment,all,76,all:76,-8.6,-0.205,1.039538011670222e-15
binarySentiment,all,77,all:77,-8.6,-0.205,1.1861120151343832e-08
binarySentiment,all,78,all:78,-8.6,-0.205,9.237449661970594e-09
binarySentiment,all,79,all:79,-8.6,-0.205,3.97896253583724e-12
binarySentiment,all,80,all:80,-8.6,-0.205,0.9999833108387284
binarySentiment,all,81,all:81,-8.6,-0.205,5.6756852326327234e-14
binarySentiment,all,82,all:82,-8.6,-0.205,1.0
binarySentiment,all,83,all:83,-8.6,-0.205,0.0003354626279025
binarySentiment,all,84,all:84,-8.6,-0.205,1.6261110446178192e-14
binarySentiment,all,85,all:85,-8.6,-0.205,1.8064461965456927e-16
binarySentiment,all,86,all:86,-8.6,-0.205,3.398267819495071e-09
binarySentiment,all,87,all:87,-8.6,-0.205,0.9999989271169696
binarySentiment,all,88,all:88,-8.6,-0.205,3.97896253583724e-12
binarySentiment,all,89,all:89,-8.6,-0.205,3.2241867372567335e-08
binarySentiment,all,90,all:90,-8.6,-0.205,0.9914309682153444
binarySentiment,all,91,all:91,-8.6,-0.205,1.039538011670222e-15
binarySentiment,all,92,all:92,-8.6,-0.205,6.30511676014699e-16
binarySentiment,all,93,all:93,-8.6,-0.205,6.914400106940203e-13
binarySentiment,all,94,all:94,-8.6,-0.205,1.6918979226151304e-10
binarySentiment,all,95,all:95,-8.6,-0.205,1.8795288165390832e-12
binarySentiment,all,96,all:96,-8.6,-0.205,2.825757287115611e-15
binarySentiment,all,97,all:97,-8.6,-0.205,1.3709590863840845e-06
binarySentiment,all,98,all:98,-8.6,-0.205,2.6810038677818037e-14
binarySentiment,all,99,all:99,-8.6,-0.205,1.0956650033262367e-16
binarySentiment,all,100,all:100,-8.6,-0.205,7.485182988770058e-05
binarySentiment,all,101,all:101,-8.6,-0.205,1.3709590863840845e-06
binarySentiment,all,102,all:102,-8.6,-0.205,6.64554417291507e-17
binarySentiment,all,103,all:103,-8.6,-0.205,4.1399377187851675e-08
binarySentiment,all,104,all:104,-8.6,-0.205,0.8177718649349759
binarySentiment,all,105,all:105,-8.6,-0.205,3.628344178047045e-15
binarySentiment,all,106,all:106,-8.6,-0.205,6.914400106940203e-13
binarySentiment,all,107,all:107,-8.6,-0.205,3.775134544279098e-11
binarySentiment,all,108,all:108,-8.6,-0.205,0.0024787521766663
binarySentiment,all,109,all:109,-8.6,-0.205,4.4202281036411734e-14
binarySentiment,all,110,all:110,-8.6,-0.205,1.98100879804898e-13
binarySentiment,all,111,all:111,-8.6,-0.205,2.200701987975367e-15
binarySentiment,all,112,all:112,-8.6,-0.205,9.862862046580451e-15
binarySentiment,all,113,all:113,-8.6,-0.205,2.200701987975367e-15
binarySentiment,all,114,all:114,-8.6,-0.205,3.442477108469976e-14
binarySentiment,all,115,all:115,-8.6,-0.205,7.194133030325384e-09
binarySentiment,all,116,all:116,-8.6,-0.205,0.999954701495979
binarySentiment,all,117,all:117,-8.6,-0.205,2.319522830243569e-16
binarySentiment,all,118,all:118,-8.6,-0.205,1.388794386496402e-11
binarySentiment,all,119,all:119,-8.6,-0.205,2.7894680928689246e-10
binarySentiment,all,120,all:120,-8.6,-0.205,2.1724399350790168e-10
binarySentiment,all,121,all:121,-8.6,-0.205,0.9999998807907176
binarySentiment,all,122,all:122,-8.6,-0.205,0.999954701495979
binarySentiment,all,123,all:123,-8.6,-0.205,2.825757287115611e-15
binarySentiment,all,124,all:124,-8.6,-0.205,1.3709590863840845e-06
binarySentiment,all,125,all:125,-8.6,-0.205,8.764248219443637e-08
binarySentiment,all,126,all:126,-8.6,-0.205,2.1445408316589164e-05
binarySentiment,all,127,all:127,-8.6,-0.205,0.9239460814058078
binarySentiment,all,128,all:128,-8.6,-0.205,5.905303998944038e-10
binarySentiment,all,129,all:129,-8.6,-0.205,1.8795288165390832e-12
binarySentiment,all,130,all:130,-8.6,-0.205,1.388794386496402e-11
binarySentiment,all,131,all:131,-8.6,-0.205,1.013009359863071e-05
binarySentiment,all,132,all:132,-8.6,-0.205,0.9997968880006411
binarySentiment,all,133,all:133,-8.6,-0.205,7.681204685202094e-15
binarySentiment,all,134,all:134,-8.6,-0.205,1.2015425731771784e-13
binarySentiment,all,135,all:135,-8.6,-0.205,2.1724399350790168e-10
binarySentiment,all,136,all:136,-8.6,-0.205,8.764248219443637e-08
binarySentiment,all,137,all:137,-8.6,-0.205,2.825757287115611e-15
binarySentiment,all,138,all:138,-8.6,-0.205,2.061153622438558e-09
binarySentiment,all,139,all:139,-8.6,-0.205,1.855391362615978e-07
binarySentiment,all,140,all:140,-8.6,-0.205,1.0261879631701889e-10
binarySentiment,all,141,all:141,-8.6,-0.205,3.059023205018258e-07
binarySentiment,all,142,all:142,-8.6,-0.205,7.582560427911907e-10
binarySentiment,all,143,all:143,-8.6,-0.205,1.0956650033262367e-16
binarySentiment,all,144,all:144,-8.6,-0.205,4.4202281036411734e-14
binarySentiment,all,145,all:145,-8.6,-0.205,3.97896253583724e-12
binarySentiment,all,146,all:146,-8.6,-0.205,1.0
binarySentiment,all,147,all:147,-8.6,-0.205,6.30511676014699e-16
binarySentiment,all,148,all:148,-8.6,-0.205,1.5229979744712632e-08
binarySentiment,all,149,all:149,-8.6,-0.205,1.463778514125909e-12
binarySentiment,all,150,all:150,-8.6,-0.205,1.98100879804898e-13
binarySentiment,all,151,all:151,-8.6,-0.205,8.423463754468647e-12
binarySentiment,all,152,all:152,-8.6,-0.205,1.013009359863071e-05
binarySentiment,all,153,all:153,-8.6,-0.205,2.289734845645553e-11
binarySentiment,all,154,all:154,-8.6,-0.205,6.914400106940203e-13
binarySentiment,all,155,all:155,-8.6,-0.205,1.783247290814639e-11
binarySentiment,all,156,all:156,-8.6,-0.205,0.9999898672617248
binarySentiment,all,157,all:157,-8.6,-0.205,4.363462252943701e-09
binarySentiment,all,158,all:158,-8.6,-0.205,7.991959892953931e-11
binarySentiment,all,159,all:159,-8.6,-0.205,2.9400777392844726e-11
binarySentiment,all,160,all:160,-8.6,-0.205,5.04347662567888e-07
binarySentiment,all,161,all:161,-8.6,-0.205,0.0111089965382423
binarySentiment,all,162,all:162,-8.6,-0.205,5.109089028063324e-12
binarySentiment,all,163,all:163,-8.6,-0.205,7.991959892953931e-11
binarySentiment,all,164,all:164,-8.6,-0.205,5.905303998944038e-10
binarySentiment,all,165,all:165,-8.6,-0.205,6.30511676014699e-16
binarySentiment,all,166,all:166,-8.6,-0.205,1.0
binarySentiment,all,167,all:167,-8.6,-0.205,4.363462252943701e-09
binarySentiment,all,168,all:168,-8.6,-0.205,5.602796437537268e-09
binarySentiment,all,169,all:169,-8.6,-0.205,9.862862046580451e-15
binarySentiment,all,170,all:170,-8.6,-0.205,2.3823696675018185e-07
binarySentiment,all,171,all:171,-8.6,-0.205,3.442477108469976e-14
binarySentiment,all,172,all:172,-8.6,-0.205,6.560200168153779e-12
binarySentiment,all,173,all:173,-8.6,-0.205,1.0815941557285691e-11
binarySentiment,all,174,all:174,-8.6,-0.205,9.237449661970594e-09
binarySentiment,all,0,all:0,0.0,0.0,2.1724399350790168e-10
binarySentiment,all,1,all:1,0.0,0.0,0.9398718726030456
binarySentiment,all,2,all:2,0.0,0.0,1.9555681087850496e-08
binarySentiment,all,3,all:3,0.0,0.0,0.9999998807907176
binarySentiment,all,4,all:4,0.0,0.0,0.9999991655353212
binarySentiment,all,5,all:5,0.0,0.0,1.783247290814639e-11
binarySentiment,all,6,all:6,0.0,0.0,5.109089028063324e-12
binarySentiment,all,7,all:7,0.0,0.0,3.1391327920480296e-17
binarySentiment,all,8,all:8,0.0,0.0,1.0
binarySentiment,all,9,all:9,0.0,0.0,1.0
binarySentiment,all,10,all:10,0.0,0.0,2.9783262686202286e-16
binarySentiment,all,11,all:11,0.0,0.0,2.543665647376924e-13
binarySentiment,all,12,all:12,0.0,0.0,1.713908431542013e-15
binarySentiment,all,13,all:13,0.0,0.0,2.200701987975367e-15
binarySentiment,all,14,all:14,0.0,0.0,1.6918979226151304e-10
binarySentiment,all,15,all:15,0.0,0.0,1.334793228597603e-15
binarySentiment,all,16,all:16,0.0,0.0,1.7603463121561691e-06
binarySentiment,all,17,all:17,0.0,0.0,1.0
binarySentiment,all,18,all:18,0.0,0.0,1.0
binarySentiment,all,19,all:19,0.0,0.0,8.315287191035679e-07
binarySentiment,all,20,all:20,0.0,0.0,5.982128223767136e-15
binarySentiment,all,21,all:21,0.0,0.0,1.4449802461092448e-07
binarySentiment,all,22,all:22,0.0,0.0,0.2691463487291838
binarySentiment,all,23,all:23,0.0,0.0,3.098819138721825e-12
binarySentiment,all,24,all:24,0.0,0.0,1.6918979226151304e-10
binarySentiment,all,25,all:25,0.0,0.0,9.237449661970594e-09
binarySentiment,all,26,all:26,0.0,0.0,5.04347662567888e-07
binarySentiment,all,27,all:27,0.0,0.0,3.266131342787448e-13
binarySentiment,all,28,all:28,0.0,0.0,3.628344178047045e-15
binarySentiment,all,29,all:29,0.0,0.0,1.855391362615978e-07
binarySentiment,all,30,all:30,0.0,0.0,0.9999997615814492
binarySentiment,all,31,all:31,0.0,0.0,3.442477108469976e-14
binarySentiment,all,32,all:32,0.0,0.0,3.97896253583724e-12
binarySentiment,all,33,all:33,0.0,0.0,1.0
binarySentiment,all,34,all:34,0.0,0.0,0.029268307607136
binarySentiment,all,35,all:35,0.0,0.0,3.5817479302831805e-10
binarySentiment,all,36,all:36,0.0,0.0,1.317651427009547e-10
binarySentiment,all,37,all:37,0.0,0.0,5.109089028063324e-12
binarySentiment,all,38,all:38,0.0,0.0,2.646573638909117e-09
binarySentiment,all,39,all:39,0.0,0.0,0.0002612585573016
binarySentiment,all,40,all:40,0.0,0.0,5.04347662567888e-07
binarySentiment,all,41,all:41,0.0,0.0,1.013009359863071e-05
binarySentiment,all,42,all:42,0.0,0.0,1.0
binarySentiment,all,43,all:43,0.0,0.0,1.2664165549094176e-14
binarySentiment,all,44,all:44,0.0,0.0,2.1445408316589164e-05
binarySentiment,all,45,all:45,0.0,0.0,1.9555681087850496e-08
binarySentiment,all,46,all:46,0.0,0.0,8.315287191035679e-07
binarySentiment,all,47,all:47,0.0,0.0,0.0759162135601666
binarySentiment,all,48,all:48,0.0,0.0,7.194133030325384e-09
binarySentiment,all,49,all:49,0.0,0.0,5.109089028063324e-12
binarySentiment,all,50,all:50,0.0,0.0,2.7894680928689246e-10
binarySentiment,all,51,all:51,0.0,0.0,2.061153622438558e-09
binarySentiment,all,52,all:52,0.0,0.0,7.991959892953931e-11
binarySentiment,all,53,all:53,0.0,0.0,0.0019304541362277
binarySentiment,all,54,all:54,0.0,0.0,1.0
binarySentiment,all,55,all:55,0.0,0.0,0.0015034391929775
binarySentiment,all,56,all:56,0.0,0.0,3.628344178047045e-15
binarySentiment,all,57,all:57,0.0,0.0,6.560200168153779e-12
binarySentiment,all,58,all:58,0.0,0.0,0.0019304541362277
binarySentiment,all,59,all:59,0.0,0.0,4.193795658379545e-13
binarySentiment,all,60,all:60,0.0,0.0,3.059023205018258e-07
binarySentiment,all,61,all:61,0.0,0.0,0.9999995231629556
binarySentiment,all,62,all:62,0.0,0.0,5.04347662567888e-07
binarySentiment,all,63,all:63,0.0,0.0,0.9999898672617248
binarySentiment,all,64,all:64,0.0,0.0,1.0677040100347829e-06
binarySentiment,all,65,all:65,0.0,0.0,5.175555005801869e-17
binarySentiment,all,66,all:66,0.0,0.0,1.388794386496402e-11
binarySentiment,all,67,all:67,0.0,0.0,3.266131342787448e-13
binarySentiment,all,68,all:68,0.0,0.0,7.681204685202094e-15
binarySentiment,all,69,all:69,0.0,0.0,1.6918979226151304e-10
binarySentiment,all,70,all:70,0.0,0.0,1.6918979226151304e-10
binarySentiment,all,71,all:71,0.0,0.0,0.0475071525156794
binarySentiment,all,72,all:72,0.0,0.0,1.0
binarySentiment,all,73,all:73,0.0,0.0,3.5817479302831805e-10
binarySentiment,all,74,all:74,0.0,0.0,3.628344178047045e-15
binarySentiment,all,75,all:75,0.0,0.0,0.0031827807965096
binarySentiment,all,76,all:76,0.0,0.0,2.6810038677818037e-14
binarySentiment,all,77,all:77,0.0,0.0,9.61116520613947e-05
binarySentiment,all,78,all:78,0.0,0.0,4.539992976248485e-05
binarySentiment,all,79,all:79,0.0,0.0,1.6918979226151304e-10
binarySentiment,all,80,all:80,0.0,0.0,1.0
binarySentiment,all,81,all:81,0.0,0.0,3.97896253583724e-12
binarySentiment,all,82,all:82,0.0,0.0,1.0
binarySentiment,all,83,all:83,0.0,0.0,0.9998417025938334
binarySentiment,all,84,all:84,0.0,0.0,5.6756852326327234e-14
binarySentiment,all,85,all:85,0.0,0.0,6.30511676014699e-16
binarySentiment,all,86,all:86,0.0,0.0,1.7603463121561691e-06
binarySentiment,all,87,all:87,0.0,0.0,1.0
binarySentiment,all,88,all:88,0.0,0.0,1.2501528663867426e-09
binarySentiment,all,89,all:89,0.0,0.0,0.0005530843701478
binarySentiment,all,90,all:90,0.0,0.0,0.9999977350260636
binarySentiment,all,91,all:91,0.0,0.0,1.2664165549094176e-14
binarySentiment,all,92,all:92,0.0,0.0,4.658886145103397e-15
binarySentiment,all,93,all:93,0.0,0.0,1.388794386496402e-11
binarySentiment,all,94,all:94,0.0,0.0,6.82560337633487e-08
binarySentiment,all,95,all:95,0.0,0.0,1.6052280551856114e-09
binarySentiment,all,96,all:96,0.0,0.0,3.442477108469976e-14
binarySentiment,all,97,all:97,0.0,0.0,0.0002034683690106
binarySentiment,all,98,all:98,0.0,0.0,1.463778514125909e-12
binarySentiment,all,99,all:99,0.0,0.0,2.9783262686202286e-16
binarySentiment,all,100,all:100,0.0,0.0,0.2231301601484298
binarySentiment,all,101,all:101,0.0,0.0,0.0375812508709979
binarySentiment,all,102,all:102,0.0,0.0,4.910429870159115e-16
binarySentiment,all,103,all:103,0.0,0.0,7.485182988770058e-05
binarySentiment,all,104,all:104,0.0,0.0,0.9999982118622556
binarySentiment,all,105,all:105,0.0,0.0,1.98100879804898e-13
binarySentiment,all,106,all:106,0.0,0.0,2.289734845645553e-11
binarySentiment,all,107,all:107,0.0,0.0,1.5229979744712632e-08
binarySentiment,all,108,all:108,0.0,0.0,0.9947950868874388
binarySentiment,all,109,all:109,0.0,0.0,5.109089028063324e-12
binarySentiment,all,110,all:110,0.0,0.0,2.289734845645553e-11
binarySentiment,all,111,all:111,0.0,0.0,4.4202281036411734e-14
binarySentiment,all,112,all:112,0.0,0.0,1.2015425731771784e-13
binarySentiment,all,113,all:113,0.0,0.0,5.982128223767136e-15
binarySentiment,all,114,all:114,0.0,0.0,2.4133627718332147e-12
binarySentiment,all,115,all:115,0.0,0.0,1.013009359863071e-05
binarySentiment,all,116,all:116,0.0,0.0,1.0
binarySentiment,all,117,all:117,0.0,0.0,2.825757287115611e-15
binarySentiment,all,118,all:118,0.0,0.0,7.194133030325384e-09
binarySentiment,all,119,all:119,0.0,0.0,2.5109991557439816e-08
binarySentiment,all,120,all:120,0.0,0.0,1.013009359863071e-05
binarySentiment,all,121,all:121,0.0,0.0,1.0
binarySentiment,all,122,all:122,0.0,0.0,1.0
binarySentiment,all,123,all:123,0.0,0.0,4.4202281036411734e-14
binarySentiment,all,124,all:124,0.0,0.0,0.9890134347445642
binarySentiment,all,125,all:125,0.0,0.0,0.0002034683690106
binarySentiment,all,126,all:126,0.0,0.0,0.4385774973263532
binarySentiment,all,127,all:127,0.0,0.0,0.9999870062718582
binarySentiment,all,128,all:128,0.0,0.0,1.1253517471925913e-07
binarySentiment,all,129,all:129,0.0,0.0,6.224144622907783e-11
binarySentiment,all,130,all:130,0.0,0.0,1.5229979744712632e-08
binarySentiment,all,131,all:131,0.0,0.0,0.880774957955678
binarySentiment,all,132,all:132,0.0,0.0,1.0
binarySentiment,all,133,all:133,0.0,0.0,5.384940217754037e-13
binarySentiment,all,134,all:134,0.0,0.0,6.560200168153779e-12
binarySentiment,all,135,all:135,0.0,0.0,2.5109991557439816e-08
binarySentiment,all,136,all:136,0.0,0.0,0.0086516952031206
binarySentiment,all,137,all:137,0.0,0.0,5.982128223767136e-15
binarySentiment,all,138,all:138,0.0,0.0,4.1399377187851675e-08
binarySentiment,all,139,all:139,0.0,0.0,0.0019304541362277
binarySentiment,all,140,all:140,0.0,0.0,7.194133030325384e-09
binarySentiment,all,141,all:141,0.0,0.0,0.0024787521766663
binarySentiment,all,142,all:142,0.0,0.0,2.5109991557439816e-08
binarySentiment,all,143,all:143,0.0,0.0,4.910429870159115e-16
binarySentiment,all,144,all:144,0.0,0.0,6.560200168153779e-12
binarySentiment,all,145,all:145,0.0,0.0,1.1861120151343832e-08
binarySentiment,all,146,all:146,0.0,0.0,1.0
binarySentiment,all,147,all:147,0.0,0.0,3.628344178047045e-15
binarySentiment,all,148,all:148,0.0,0.0,0.0002612585573016
binarySentiment,all,149,all:149,0.0,0.0,3.5817479302831805e-10
binarySentiment,all,150,all:150,0.0,0.0,2.9400777392844726e-11
binarySentiment,all,151,all:151,0.0,0.0,2.061153622438558e-09
binarySentiment,all,152,all:152,0.0,0.0,0.9626302113026796
binarySentiment,all,153,all:153,0.0,0.0,4.5990553786523166e-10
binarySentiment,all,154,all:154,0.0,0.0,3.398267819495071e-09
binarySentiment,all,155,all:155,0.0,0.0,7.582560427911907e-10
binarySentiment,all,156,all:156,0.0,0.0,1.0
binarySentiment,all,157,all:157,0.0,0.0,2.902320408650404e-06
binarySentiment,all,158,all:158,0.0,0.0,3.2241867372567335e-08
binarySentiment,all,159,all:159,0.0,0.0,2.061153622438558e-09
binarySentiment,all,160,all:160,0.0,0.0,0.0086516952031206
binarySentiment,all,161,all:161,0.0,0.0,0.9999971389811436
binarySentiment,all,162,all:162,0.0,0.0,2.1724399350790168e-10
binarySentiment,all,163,all:163,0.0,0.0,1.6052280551856114e-09
binarySentiment,all,164,all:164,0.0,0.0,8.764248219443637e-08
binarySentiment,all,165,all:165,0.0,0.0,2.200701987975367e-15
binarySentiment,all,166,all:166,0.0,0.0,1.0
binarySentiment,all,167,all:167,0.0,0.0,1.013009359863071e-05
binarySentiment,all,168,all:168,0.0,0.0,0.0002612585573016
binarySentiment,all,169,all:169,0.0,0.0,5.6756852326327234e-14
binarySentiment,all,170,all:170,0.0,0.0,0.0005530843701478
binarySentiment,all,171,all:171,0.0,0.0,2.4133627718332147e-12
binarySentiment,all,172,all:172,0.0,0.0,6.224144622907783e-11
binarySentiment,all,173,all:173,0.0,0.0,3.5817479302831805e-10
binarySentiment,all,174,all:174,0.0,0.0,0.0005530843701478
binarySentiment,all,0,all:0,24.7,0.426,0.0024787521766663
binarySentiment,all,1,all:1,24.7,0.426,0.9999991655353212
binarySentiment,all,2,all:2,24.7,0.426,0.970654050104544
binarySentiment,all,3,all:3,24.7,0.426,1.0
binarySentiment,all,4,all:4,24.7,0.426,0.9999997615814492
binarySentiment,all,5,all:5,24.7,0.426,0.3196191973793099
binarySentiment,all,6,all:6,24.7,0.426,3.535750085040998e-05
binarySentiment,all,7,all:7,24.7,0.426,2.7894680928689246e-10
binarySentiment,all,8,all:8,24.7,0.426,1.0
binarySentiment,all,9,all:9,24.7,0.426,1.0
binarySentiment,all,10,all:10,24.7,0.426,2.902320408650404e-06
binarySentiment,all,11,all:11,24.7,0.426,1.3709590863840845e-06
binarySentiment,all,12,all:12,24.7,0.426,8.764248219443637e-08
binarySentiment,all,13,all:13,24.7,0.426,3.059023205018258e-07
binarySentiment,all,14,all:14,24.7,0.426,0.0177521259216285
binarySentiment,all,15,all:15,24.7,0.426,1.670170079024566e-05
binarySentiment,all,16,all:16,24.7,0.426,0.9984981382022412
binarySentiment,all,17,all:17,24.7,0.426,1.0
binarySentiment,all,18,all:18,24.7,0.426,0.9999998807907176
binarySentiment,all,19,all:19,24.7,0.426,0.880774957955678
binarySentiment,all,20,all:20,24.7,0.426,7.485182988770058e-05
binarySentiment,all,21,all:21,24.7,0.426,0.9988333836632732
binarySentiment,all,22,all:22,24.7,0.426,0.9990887028372136
binarySentiment,all,23,all:23,24.7,0.426,0.0001584613251157
binarySentiment,all,24,all:24,24.7,0.426,0.4385774973263532
binarySentiment,all,25,all:25,24.7,0.426,0.3780774349414026
binarySentiment,all,26,all:26,24.7,0.426,0.9988333836632732
binarySentiment,all,27,all:27,24.7,0.426,3.535750085040998e-05
binarySentiment,all,28,all:28,24.7,0.426,8.315287191035679e-07
binarySentiment,all,29,all:29,24.7,0.426,0.970654050104544
binarySentiment,all,30,all:30,24.7,0.426,1.0
binarySentiment,all,31,all:31,24.7,0.426,3.535750085040998e-05
binarySentiment,all,32,all:32,24.7,0.426,0.0004307425405756
binarySentiment,all,33,all:33,24.7,0.426,1.0
binarySentiment,all,34,all:34,24.7,0.426,0.9999985694895486
binarySentiment,all,35,all:35,24.7,0.426,0.777281172269963
binarySentiment,all,36,all:36,24.7,0.426,0.0019304541362277
binarySentiment,all,37,all:37,24.7,0.426,0.880774957955678
binarySentiment,all,38,all:38,24.7,0.426,0.0052475183991813
binarySentiment,all,39,all:39,24.7,0.426,0.9992907179680997
binarySentiment,all,40,all:40,24.7,0.426,0.9968312031432826
binarySentiment,all,41,all:41,24.7,0.426,0.6221280277674447
binarySentiment,all,42,all:42,24.7,0.426,1.0
binarySentiment,all,43,all:43,24.7,0.426,1.1253517471925913e-07
binarySentiment,all,44,all:44,24.7,0.426,0.970654050104544
binarySentiment,all,45,all:45,24.7,0.426,0.6221280277674447
binarySentiment,all,46,all:46,24.7,0.426,0.9859396272240766
binarySentiment,all,47,all:47,24.7,0.426,0.9999938011361564
binarySentiment,all,48,all:48,24.7,0.426,0.6792821161581865
binarySentiment,all,49,all:49,24.7,0.426,0.0019304541362277
binarySentiment,all,50,all:50,24.7,0.426,0.9984981382022412
binarySentiment,all,51,all:51,24.7,0.426,0.9047490593213152
binarySentiment,all,52,all:52,24.7,0.426,0.004086771438464
binarySentiment,all,53,all:53,24.7,0.426,0.9980716248926385
binarySentiment,all,54,all:54,24.7,0.426,1.0
binarySentiment,all,55,all:55,24.7,0.426,0.9999898672617248
binarySentiment,all,56,all:56,24.7,0.426,2.902320408650404e-06
binarySentiment,all,57,all:57,24.7,0.426,0.0007101743888425
binarySentiment,all,58,all:58,24.7,0.426,0.9999251393683593
binarySentiment,all,59,all:59,24.7,0.426,1.300729765406762e-05
binarySentiment,all,60,all:60,24.7,0.426,0.9859396272240766
binarySentiment,all,61,all:61,24.7,0.426,1.0
binarySentiment,all,62,all:62,24.7,0.426,0.2231301601484298
binarySentiment,all,63,all:63,24.7,0.426,1.0
binarySentiment,all,64,all:64,24.7,0.426,0.952577334334235
binarySentiment,all,65,all:65,24.7,0.426,1.1861120151343832e-08
binarySentiment,all,66,all:66,24.7,0.426,0.0003354626279025
binarySentiment,all,67,all:67,24.7,0.426,0.3780774349414026
binarySentiment,all,68,all:68,24.7,0.426,4.539992976248485e-05
binarySentiment,all,69,all:69,24.7,0.426,0.993308620464292
binarySentiment,all,70,all:70,24.7,0.426,0.0177521259216285
binarySentiment,all,71,all:71,24.7,0.426,0.9999971389811436
binarySentiment,all,72,all:72,24.7,0.426,1.0
binarySentiment,all,73,all:73,24.7,0.426,0.3196191973793099
binarySentiment,all,74,all:74,24.7,0.426,1.9555681087850496e-08
binarySentiment,all,75,all:75,24.7,0.426,0.9999785425580952
binarySentiment,all,76,all:76,24.7,0.426,2.753644934974716e-05
binarySentiment,all,77,all:77,24.7,0.426,0.9990887028372136
binarySentiment,all,78,all:78,24.7,0.426,0.9997968880006411
binarySentiment,all,79,all:79,24.7,0.426,0.6221280277674447
binarySentiment,all,80,all:80,24.7,0.426,1.0
binarySentiment,all,81,all:81,24.7,0.426,0.0015034391929775
binarySentiment,all,82,all:82,24.7,0.426,1.0
binarySentiment,all,83,all:83,24.7,0.426,1.0
binarySentiment,all,84,all:84,24.7,0.426,1.670170079024566e-05
binarySentiment,all,85,all:85,24.7,0.426,2.5109991557439816e-08
binarySentiment,all,86,all:86,24.7,0.426,0.9890134347445642
binarySentiment,all,87,all:87,24.7,0.426,0.9999997615814492
binarySentiment,all,88,all:88,24.7,0.426,0.8520106519007894
binarySentiment,all,89,all:89,24.7,0.426,0.999954701495979
binarySentiment,all,90,all:90,24.7,0.426,0.9999997615814492
binarySentiment,all,91,all:91,24.7,0.426,0.0001584613251157
binarySentiment,all,92,all:92,24.7,0.426,0.029268307607136
binarySentiment,all,93,all:93,24.7,0.426,1.670170079024566e-05
binarySentiment,all,94,all:94,24.7,0.426,0.952577334334235
binarySentiment,all,95,all:95,24.7,0.426,0.0142642339089992
binarySentiment,all,96,all:96,24.7,0.426,2.1445408316589164e-05
binarySentiment,all,97,all:97,24.7,0.426,0.9047490593213152
