panel,task,model_name,model_label,endpoint,contrast,stratum_label,estimate,ci_low,ci_high,unit,p_value,n_pairs,layer,max_layer,relative_layer,target_layer,is_target_layer
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.4690270319570978,,,Absolute Pearson correlation,,,27.0,41.0,0.6585365853658537,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.3864021110648304,,,Absolute Pearson correlation,,,28.0,41.0,0.6829268292682927,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.310915491249607,,,Absolute Pearson correlation,,,29.0,41.0,0.7073170731707317,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2773976009058856,,,Absolute Pearson correlation,,,30.0,41.0,0.7317073170731707,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2710459807977776,,,Absolute Pearson correlation,,,31.0,41.0,0.7560975609756098,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2316349580097385,,,Absolute Pearson correlation,,,32.0,41.0,0.7804878048780488,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2114466514925536,,,Absolute Pearson correlation,,,33.0,41.0,0.8048780487804879,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2120428200417652,,,Absolute Pearson correlation,,,34.0,41.0,0.8292682926829268,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.2073846077795195,,,Absolute Pearson correlation,,,35.0,41.0,0.8536585365853658,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1667490862830282,,,Absolute Pearson correlation,,,36.0,41.0,0.8780487804878049,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1480711945687949,,,Absolute Pearson correlation,,,37.0,41.0,0.902439024390244,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1208575726366788,,,Absolute Pearson correlation,,,38.0,41.0,0.926829268292683,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.0995446974322123,,,Absolute Pearson correlation,,,39.0,41.0,0.951219512195122,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.0881148025040844,,,Absolute Pearson correlation,,,40.0,41.0,0.975609756097561,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.0918618688951658,,,Absolute Pearson correlation,,,41.0,41.0,1.0,22.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5690699357780429,,,Absolute Pearson correlation,,,0.0,47.0,0.0,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5356316376314345,,,Absolute Pearson correlation,,,1.0,47.0,0.0212765957446808,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4988363325014004,,,Absolute Pearson correlation,,,2.0,47.0,0.0425531914893617,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4680541418972462,,,Absolute Pearson correlation,,,3.0,47.0,0.0638297872340425,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4483716874500035,,,Absolute Pearson correlation,,,4.0,47.0,0.0851063829787234,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2927170357991792,,,Absolute Pearson correlation,,,5.0,47.0,0.1063829787234042,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1938711785254836,,,Absolute Pearson correlation,,,6.0,47.0,0.1276595744680851,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1667737968256443,,,Absolute Pearson correlation,,,7.0,47.0,0.1489361702127659,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3747721215311552,,,Absolute Pearson correlation,,,8.0,47.0,0.1702127659574468,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2254556074403165,,,Absolute Pearson correlation,,,9.0,47.0,0.1914893617021276,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5163155814987261,,,Absolute Pearson correlation,,,10.0,47.0,0.2127659574468085,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5143882053014622,,,Absolute Pearson correlation,,,11.0,47.0,0.2340425531914893,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.496095185779044,,,Absolute Pearson correlation,,,12.0,47.0,0.2553191489361702,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4802518973582722,,,Absolute Pearson correlation,,,13.0,47.0,0.2765957446808511,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4606678510179364,,,Absolute Pearson correlation,,,14.0,47.0,0.2978723404255319,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4891846486379881,,,Absolute Pearson correlation,,,15.0,47.0,0.3191489361702128,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4468844157526239,,,Absolute Pearson correlation,,,16.0,47.0,0.3404255319148936,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.4279807254131594,,,Absolute Pearson correlation,,,17.0,47.0,0.3617021276595745,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3334387958502642,,,Absolute Pearson correlation,,,18.0,47.0,0.3829787234042553,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3043170048989113,,,Absolute Pearson correlation,,,19.0,47.0,0.4042553191489361,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3121478065740035,,,Absolute Pearson correlation,,,20.0,47.0,0.425531914893617,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3624705885868001,,,Absolute Pearson correlation,,,21.0,47.0,0.4468085106382978,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2783301658741383,,,Absolute Pearson correlation,,,22.0,47.0,0.4680851063829787,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2440215814399646,,,Absolute Pearson correlation,,,23.0,47.0,0.4893617021276595,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1448369678420494,,,Absolute Pearson correlation,,,24.0,47.0,0.5106382978723404,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1079543487739164,,,Absolute Pearson correlation,,,25.0,47.0,0.5319148936170213,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1401108596647626,,,Absolute Pearson correlation,,,26.0,47.0,0.5531914893617021,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.6380742684904486,,,Absolute Pearson correlation,,,27.0,47.0,0.574468085106383,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.7608969974900802,,,Absolute Pearson correlation,,,28.0,47.0,0.5957446808510638,28.0,1.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.7161403008138367,,,Absolute Pearson correlation,,,29.0,47.0,0.6170212765957447,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.7098364616825132,,,Absolute Pearson correlation,,,30.0,47.0,0.6382978723404256,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.6303058911460031,,,Absolute Pearson correlation,,,31.0,47.0,0.6595744680851063,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5329196777694255,,,Absolute Pearson correlation,,,32.0,47.0,0.6808510638297872,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.5331441686292921,,,Absolute Pearson correlation,,,33.0,47.0,0.7021276595744681,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3889202978681125,,,Absolute Pearson correlation,,,34.0,47.0,0.723404255319149,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.3371737183834637,,,Absolute Pearson correlation,,,35.0,47.0,0.7446808510638298,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2621172682012845,,,Absolute Pearson correlation,,,36.0,47.0,0.7659574468085106,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2779235743826017,,,Absolute Pearson correlation,,,37.0,47.0,0.7872340425531915,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2886200751837619,,,Absolute Pearson correlation,,,38.0,47.0,0.8085106382978723,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2438173804527455,,,Absolute Pearson correlation,,,39.0,47.0,0.8297872340425532,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2432501385961885,,,Absolute Pearson correlation,,,40.0,47.0,0.851063829787234,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2232093046474366,,,Absolute Pearson correlation,,,41.0,47.0,0.8723404255319149,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.2201731322770608,,,Absolute Pearson correlation,,,42.0,47.0,0.8936170212765957,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.206548395934386,,,Absolute Pearson correlation,,,43.0,47.0,0.9148936170212766,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1773612484277332,,,Absolute Pearson correlation,,,44.0,47.0,0.9361702127659576,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1410492274348417,,,Absolute Pearson correlation,,,45.0,47.0,0.9574468085106383,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1351983687665627,,,Absolute Pearson correlation,,,46.0,47.0,0.9787234042553192,28.0,0.0
a,Value Judgment Task,qwen25_14b,Qwen2.5 14B,Representational Similarity,,,0.1065622893549888,,,Absolute Pearson correlation,,,47.0,47.0,1.0,28.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.5690816943941834,,,Absolute Pearson correlation,,,0.0,63.0,0.0,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.4977701871054945,,,Absolute Pearson correlation,,,1.0,63.0,0.0158730158730158,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.4659427309670984,,,Absolute Pearson correlation,,,2.0,63.0,0.0317460317460317,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.4873484229138946,,,Absolute Pearson correlation,,,3.0,63.0,0.0476190476190476,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0649352927839243,,,Absolute Pearson correlation,,,4.0,63.0,0.0634920634920634,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.6887482191300137,,,Absolute Pearson correlation,,,5.0,63.0,0.0793650793650793,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.6463326924092898,,,Absolute Pearson correlation,,,6.0,63.0,0.0952380952380952,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.5540858799309654,,,Absolute Pearson correlation,,,7.0,63.0,0.1111111111111111,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0632175278487926,,,Absolute Pearson correlation,,,8.0,63.0,0.1269841269841269,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0068117336282464,,,Absolute Pearson correlation,,,9.0,63.0,0.1428571428571428,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1154075898401851,,,Absolute Pearson correlation,,,10.0,63.0,0.1587301587301587,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.143600856222277,,,Absolute Pearson correlation,,,11.0,63.0,0.1746031746031746,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1648950283174297,,,Absolute Pearson correlation,,,12.0,63.0,0.1904761904761904,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2867518562502261,,,Absolute Pearson correlation,,,13.0,63.0,0.2063492063492063,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3079932142497977,,,Absolute Pearson correlation,,,14.0,63.0,0.2222222222222222,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3534603798233802,,,Absolute Pearson correlation,,,15.0,63.0,0.238095238095238,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3579385821270476,,,Absolute Pearson correlation,,,16.0,63.0,0.2539682539682539,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3216196700872518,,,Absolute Pearson correlation,,,17.0,63.0,0.2698412698412698,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3263703734264008,,,Absolute Pearson correlation,,,18.0,63.0,0.2857142857142857,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2531392606358759,,,Absolute Pearson correlation,,,19.0,63.0,0.3015873015873015,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2493574802210643,,,Absolute Pearson correlation,,,20.0,63.0,0.3174603174603174,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2332406359005133,,,Absolute Pearson correlation,,,21.0,63.0,0.3333333333333333,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2899479269484771,,,Absolute Pearson correlation,,,22.0,63.0,0.3492063492063492,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3478177147351879,,,Absolute Pearson correlation,,,23.0,63.0,0.365079365079365,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3858601755275468,,,Absolute Pearson correlation,,,24.0,63.0,0.3809523809523809,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3928977264541544,,,Absolute Pearson correlation,,,25.0,63.0,0.3968253968253968,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3822586075938437,,,Absolute Pearson correlation,,,26.0,63.0,0.4126984126984127,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3746130929323096,,,Absolute Pearson correlation,,,27.0,63.0,0.4285714285714285,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2684262829763585,,,Absolute Pearson correlation,,,28.0,63.0,0.4444444444444444,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2929239255753087,,,Absolute Pearson correlation,,,29.0,63.0,0.4603174603174603,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.173738083404212,,,Absolute Pearson correlation,,,30.0,63.0,0.4761904761904761,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0296955507292716,,,Absolute Pearson correlation,,,31.0,63.0,0.492063492063492,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3811309958510912,,,Absolute Pearson correlation,,,32.0,63.0,0.5079365079365079,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.340448411827759,,,Absolute Pearson correlation,,,33.0,63.0,0.5238095238095238,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2190878588339134,,,Absolute Pearson correlation,,,34.0,63.0,0.5396825396825397,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.077776912040961,,,Absolute Pearson correlation,,,35.0,63.0,0.5555555555555556,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0958968246996452,,,Absolute Pearson correlation,,,36.0,63.0,0.5714285714285714,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.215508058673754,,,Absolute Pearson correlation,,,37.0,63.0,0.5873015873015873,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3052655669620223,,,Absolute Pearson correlation,,,38.0,63.0,0.6031746031746031,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3480346248972945,,,Absolute Pearson correlation,,,39.0,63.0,0.6190476190476191,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.5130863260096337,,,Absolute Pearson correlation,,,40.0,63.0,0.6349206349206349,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.6560965262193471,,,Absolute Pearson correlation,,,41.0,63.0,0.6507936507936508,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.7256773888398869,,,Absolute Pearson correlation,,,42.0,63.0,0.6666666666666666,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.7313447450839207,,,Absolute Pearson correlation,,,43.0,63.0,0.6825396825396826,43.0,1.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.7395710894638241,,,Absolute Pearson correlation,,,44.0,63.0,0.6984126984126984,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.7200756437233369,,,Absolute Pearson correlation,,,45.0,63.0,0.7142857142857143,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.6919433741855838,,,Absolute Pearson correlation,,,46.0,63.0,0.7301587301587301,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.683856587341481,,,Absolute Pearson correlation,,,47.0,63.0,0.746031746031746,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.426391904625626,,,Absolute Pearson correlation,,,48.0,63.0,0.7619047619047619,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.4282832616303427,,,Absolute Pearson correlation,,,49.0,63.0,0.7777777777777778,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3638362863220467,,,Absolute Pearson correlation,,,50.0,63.0,0.7936507936507936,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.3322806083103962,,,Absolute Pearson correlation,,,51.0,63.0,0.8095238095238095,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2336101517654698,,,Absolute Pearson correlation,,,52.0,63.0,0.8253968253968254,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2366222206162388,,,Absolute Pearson correlation,,,53.0,63.0,0.8412698412698413,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.2128028431345781,,,Absolute Pearson correlation,,,54.0,63.0,0.8571428571428571,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1662936020720533,,,Absolute Pearson correlation,,,55.0,63.0,0.873015873015873,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1670863398629892,,,Absolute Pearson correlation,,,56.0,63.0,0.8888888888888888,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1537172051279674,,,Absolute Pearson correlation,,,57.0,63.0,0.9047619047619048,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1438052893055531,,,Absolute Pearson correlation,,,58.0,63.0,0.9206349206349206,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.132905451831775,,,Absolute Pearson correlation,,,59.0,63.0,0.9365079365079364,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1125937829525213,,,Absolute Pearson correlation,,,60.0,63.0,0.9523809523809524,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.1153763267633006,,,Absolute Pearson correlation,,,61.0,63.0,0.9682539682539684,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0959354343179905,,,Absolute Pearson correlation,,,62.0,63.0,0.984126984126984,43.0,0.0
a,Value Judgment Task,qwen25_32b,Qwen2.5 32B,Representational Similarity,,,0.0957654624590056,,,Absolute Pearson correlation,,,63.0,63.0,1.0,43.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2006925963114152,,,Absolute Pearson correlation,,,0.0,79.0,0.0,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2145928710402919,,,Absolute Pearson correlation,,,1.0,79.0,0.0126582278481012,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.248134384059444,,,Absolute Pearson correlation,,,2.0,79.0,0.0253164556962025,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.0442207584102031,,,Absolute Pearson correlation,,,3.0,79.0,0.0379746835443038,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.0529531275938132,,,Absolute Pearson correlation,,,4.0,79.0,0.050632911392405,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2675946971396949,,,Absolute Pearson correlation,,,5.0,79.0,0.0632911392405063,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.26539986132971,,,Absolute Pearson correlation,,,6.0,79.0,0.0759493670886076,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2545787681232074,,,Absolute Pearson correlation,,,7.0,79.0,0.0886075949367088,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2401626701457898,,,Absolute Pearson correlation,,,8.0,79.0,0.1012658227848101,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2409744987982411,,,Absolute Pearson correlation,,,9.0,79.0,0.1139240506329113,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1677940240232289,,,Absolute Pearson correlation,,,10.0,79.0,0.1265822784810126,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1572663215579402,,,Absolute Pearson correlation,,,11.0,79.0,0.1392405063291139,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1064690439309916,,,Absolute Pearson correlation,,,12.0,79.0,0.1518987341772152,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.0022681665011023,,,Absolute Pearson correlation,,,13.0,79.0,0.1645569620253164,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.0577895893854907,,,Absolute Pearson correlation,,,14.0,79.0,0.1772151898734177,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1645459821024698,,,Absolute Pearson correlation,,,15.0,79.0,0.189873417721519,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.257714696739856,,,Absolute Pearson correlation,,,16.0,79.0,0.2025316455696202,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1470173949409557,,,Absolute Pearson correlation,,,17.0,79.0,0.2151898734177215,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1627734789231657,,,Absolute Pearson correlation,,,18.0,79.0,0.2278481012658227,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1585854640319923,,,Absolute Pearson correlation,,,19.0,79.0,0.240506329113924,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1460509177659694,,,Absolute Pearson correlation,,,20.0,79.0,0.2531645569620253,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1331339474644698,,,Absolute Pearson correlation,,,21.0,79.0,0.2658227848101265,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.158385104732673,,,Absolute Pearson correlation,,,22.0,79.0,0.2784810126582278,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.0514154188243035,,,Absolute Pearson correlation,,,23.0,79.0,0.2911392405063291,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1190968233331082,,,Absolute Pearson correlation,,,24.0,79.0,0.3037974683544304,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.195430615004985,,,Absolute Pearson correlation,,,25.0,79.0,0.3164556962025316,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.2286352099168676,,,Absolute Pearson correlation,,,26.0,79.0,0.3291139240506329,52.0,0.0
a,Value Judgment Task,qwen25_72b,Qwen2.5 72B,Representational Similarity,,,0.1004667971050484,,,Absolute Pearson correlation,,,27.0,79.0,0.3417721518987341,52.0,0.0
