series,x,y,ci_low,ci_high,n_pairs,panel,category,n_permutations,p_value,item_id,domain,response,successes,n_items
verification_false,-1.0,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
verification_false,-0.8,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
verification_false,-0.6,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
verification_false,-0.4,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
verification_false,-0.2,0.9933333333333333,0.9632071602251817,0.9988221986649826,,e,,,,,,,149.0,150.0
verification_false,0.0,0.9533333333333334,0.9068135276008725,0.9772134508387381,,e,,,,,,,143.0,150.0
verification_false,0.2,0.8,0.7288586692020037,0.8561591841771504,,e,,,,,,,120.0,150.0
verification_false,0.4,0.66,0.5810428721065096,0.730966649695706,,e,,,,,,,99.0,150.0
verification_false,0.6,0.46,0.3822358341961156,0.5397617853533305,,e,,,,,,,69.0,150.0
verification_false,0.8,0.22666666666666666,0.16698179426848409,0.3000019393193978,,e,,,,,,,34.0,150.0
verification_false,1.0,0.04666666666666667,0.022786549161261972,0.0931864723991275,,e,,,,,,,7.0,150.0
verification_true,-1.0,0.0,0.0,0.02497024436807661,,e,,,,,,,0.0,150.0
verification_true,-0.8,0.0,0.0,0.02497024436807661,,e,,,,,,,0.0,150.0
verification_true,-0.6,0.0,0.0,0.02497024436807661,,e,,,,,,,0.0,150.0
verification_true,-0.4,0.08,0.046353641518652906,0.13462136375053146,,e,,,,,,,12.0,150.0
verification_true,-0.2,0.25333333333333335,0.1904912272908452,0.32849409326407264,,e,,,,,,,38.0,150.0
verification_true,0.0,0.49333333333333335,0.4144967699463169,0.5725028333119242,,e,,,,,,,74.0,150.0
verification_true,0.2,0.7533333333333333,0.6785967057397265,0.8154183704471146,,e,,,,,,,113.0,150.0
verification_true,0.4,0.92,0.8653786362494685,0.9536463584813472,,e,,,,,,,138.0,150.0
verification_true,0.6,0.98,0.9428533167296139,0.9931752486770326,,e,,,,,,,147.0,150.0
verification_true,0.8,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
verification_true,1.0,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
