alpha,domain,condition,w_pos,w_neg,w_first,w_second,p_pos,p_neg,p_first,p_second,logit_diff_semantic,logit_diff_positional,Condition,neutral,logit_diff_semantic_centered,logit_diff_positional_centered,normed_alpha,z_logit_diff_semantic,z_a,neutral_binary
46.4,utilitarian,1,Beneficial,Harmful,Beneficial,Harmful,1.0,9.632110595703124e-05,1.0,9.632110595703124e-05,9.25,9.25,congruent,semantic,15.625,15.625,0.8,1.1001273200113382,1.2646235516044795,1
58.0,utilitarian,1,Beneficial,Harmful,Beneficial,Harmful,1.0,7.486343383789062e-05,1.0,7.486343383789062e-05,9.5,9.5,congruent,semantic,15.875,15.875,1.0,1.1208128117500642,1.5807794395055992,1
-41.9,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,7.34871719032526e-10,0.625,0.625,7.34871719032526e-10,-20.5625,20.5625,incongruent,semantic,-21.0625,21.0625,-1.0,-1.3666175698317187,-1.5807794395055992,1
-33.52,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,6.344635039567947e-09,0.6875,0.6875,6.344635039567947e-09,-18.5,18.5,incongruent,semantic,-19.0,19.0,-0.8,-1.1959622629872304,-1.2646235516044795,1
-25.14,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,2.169981598854065e-07,0.91015625,0.91015625,2.169981598854065e-07,-15.25,15.25,incongruent,semantic,-15.75,15.75,-0.6,-0.9270508703837945,-0.9484676637033594,1
-16.76,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,6.020069122314453e-06,0.98046875,0.98046875,6.020069122314453e-06,-12.0,12.0,incongruent,semantic,-12.5,12.5,-0.4,-0.6581394777803585,-0.6323117758022397,1
-8.38,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.0015792846679687,0.9296875,0.9296875,0.0015792846679687,-6.375,6.375,incongruent,semantic,-6.875,6.875,-0.2,-0.19271591365902707,-0.31615588790111987,1
0.0,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.48046875,0.291015625,0.291015625,0.48046875,0.5,-0.5,incongruent,semantic,0.0,0.0,0.0,0.3761351091559336,1.2763765313404844e-18,1
11.6,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.96484375,0.0291748046875,0.0291748046875,0.96484375,3.5,-3.5,incongruent,semantic,3.0,-3.0,0.2,0.6243610100206438,0.31615588790111987,1
23.2,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.98046875,0.0179443359375,0.0179443359375,0.98046875,4.0,-4.0,incongruent,semantic,3.5,-3.5,0.4,0.6657319934980955,0.6323117758022397,1
34.8,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.98046875,0.0179443359375,0.0179443359375,0.98046875,4.0,-4.0,incongruent,semantic,3.5,-3.5,0.6,0.6657319934980955,0.9484676637033594,1
46.4,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.9765625,0.02294921875,0.02294921875,0.9765625,3.75,-3.75,incongruent,semantic,3.25,-3.25,0.8,0.6450465017593696,1.2646235516044795,1
58.0,utilitarian,-1,Beneficial,Harmful,Harmful,Beneficial,0.94140625,0.06005859375,0.06005859375,0.94140625,2.75,-2.75,incongruent,semantic,2.25,-2.25,1.0,0.5623045348044662,1.5807794395055992,1
-41.9,utilitarian,1,Gain,Loss,Gain,Loss,9.918585419654846e-08,1.0,9.918585419654846e-08,1.0,-16.125,-16.125,congruent,semantic,-4.125,-4.125,-1.0,-0.999450091469335,-1.5807794395055992,1
-33.52,utilitarian,1,Gain,Loss,Gain,Loss,3.841705620288849e-09,1.0,3.841705620288849e-09,1.0,-19.375,-19.375,congruent,semantic,-7.375,-7.375,-0.8,-1.2683614840727708,-1.2646235516044795,1
-25.14,utilitarian,1,Gain,Loss,Gain,Loss,2.7830537874251604e-10,1.0,2.7830537874251604e-10,1.0,-22.0,-22.0,congruent,semantic,-10.0,-10.0,-0.6,-1.4855591473293923,-0.9484676637033594,1
-16.76,utilitarian,1,Gain,Loss,Gain,Loss,4.05634636990726e-10,1.0,4.05634636990726e-10,1.0,-21.625,-21.625,congruent,semantic,-9.625,-9.625,-0.4,-1.4545309097213035,-0.6323117758022397,1
-8.38,utilitarian,1,Gain,Loss,Gain,Loss,5.617039278149605e-09,1.0,5.617039278149605e-09,1.0,-19.0,-19.0,congruent,semantic,-7.0,-7.0,-0.2,-1.2373332464646822,-0.31615588790111987,1
0.0,utilitarian,1,Gain,Loss,Gain,Loss,6.139278411865234e-06,1.0,6.139278411865234e-06,1.0,-12.0,-12.0,congruent,semantic,0.0,0.0,0.0,-0.6581394777803585,1.2763765313404844e-18,1
11.6,utilitarian,1,Gain,Loss,Gain,Loss,0.73046875,0.26953125,0.73046875,0.26953125,1.0,1.0,congruent,semantic,13.0,13.0,0.2,0.41750609263338534,0.31615588790111987,1
23.2,utilitarian,1,Gain,Loss,Gain,Loss,1.0,0.0005531311035156,1.0,0.0005531311035156,7.5,7.5,congruent,semantic,19.5,19.5,0.4,0.9553288778402573,0.6323117758022397,1
34.8,utilitarian,1,Gain,Loss,Gain,Loss,1.0,7.486343383789062e-05,1.0,7.486343383789062e-05,9.5,9.5,congruent,semantic,21.5,21.5,0.6,1.1208128117500642,0.9484676637033594,1
46.4,utilitarian,1,Gain,Loss,Gain,Loss,1.0,4.529953002929688e-05,1.0,4.529953002929688e-05,10.0,10.0,congruent,semantic,22.0,22.0,0.8,1.1621837952275158,1.2646235516044795,1
58.0,utilitarian,1,Gain,Loss,Gain,Loss,1.0,5.817413330078125e-05,1.0,5.817413330078125e-05,9.75,9.75,congruent,semantic,21.75,21.75,1.0,1.14149830348879,1.5807794395055992,1
-41.9,utilitarian,-1,Gain,Loss,Loss,Gain,1.080334186553955e-06,0.0390625,0.0390625,1.080334186553955e-06,-10.5,10.5,incongruent,semantic,-12.5,12.5,-1.0,-0.5340265273480035,-1.5807794395055992,1
-33.52,utilitarian,-1,Gain,Loss,Loss,Gain,1.0251998901367188e-05,0.19921875,0.19921875,1.0251998901367188e-05,-9.875,9.875,incongruent,semantic,-11.875,11.875,-0.8,-0.4823127980011889,-1.2646235516044795,1
-25.14,utilitarian,-1,Gain,Loss,Loss,Gain,0.000467300415039,0.84765625,0.84765625,0.000467300415039,-7.5,7.5,incongruent,semantic,-9.5,9.5,-0.6,-0.2858006264832934,-0.9484676637033594,1
-16.76,utilitarian,-1,Gain,Loss,Loss,Gain,0.01385498046875,0.97265625,0.97265625,0.01385498046875,-4.25,4.25,incongruent,semantic,-6.25,6.25,-0.4,-0.016889233879857406,-0.6323117758022397,1
-8.38,utilitarian,-1,Gain,Loss,Loss,Gain,0.146484375,0.84375,0.84375,0.146484375,-1.75,1.75,incongruent,semantic,-3.75,3.75,-0.2,0.18996568350740103,-0.31615588790111987,1
0.0,utilitarian,-1,Gain,Loss,Loss,Gain,0.87890625,0.119140625,0.119140625,0.87890625,2.0,-2.0,incongruent,semantic,0.0,0.0,0.0,0.5002480595882887,1.2763765313404844e-18,1
11.6,utilitarian,-1,Gain,Loss,Loss,Gain,0.99609375,0.003173828125,0.003173828125,0.99609375,5.75,-5.75,incongruent,semantic,3.75,-3.75,0.2,0.8105304356691765,0.31615588790111987,1
23.2,utilitarian,-1,Gain,Loss,Loss,Gain,1.0,0.0011672973632812,0.0011672973632812,1.0,6.75,-6.75,incongruent,semantic,4.75,-4.75,0.4,0.8932724026240798,0.6323117758022397,1
34.8,utilitarian,-1,Gain,Loss,Loss,Gain,0.99609375,0.002471923828125,0.002471923828125,0.99609375,6.0,-6.0,incongruent,semantic,4.0,-4.0,0.6,0.8312159274079023,0.9484676637033594,1
46.4,utilitarian,-1,Gain,Loss,Loss,Gain,0.98828125,0.010986328125,0.010986328125,0.98828125,4.5,-4.5,incongruent,semantic,2.5,-2.5,0.8,0.7071029769755472,1.2646235516044795,1
58.0,utilitarian,-1,Gain,Loss,Loss,Gain,0.953125,0.04736328125,0.04736328125,0.953125,3.0,-3.0,incongruent,semantic,1.0,-1.0,1.0,0.5829900265431921,1.5807794395055992,1
-41.9,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,0.0012664794921875,0.953125,0.0012664794921875,0.953125,-6.625,-6.625,congruent,semantic,0.375,0.375,-1.0,-0.21340140539775293,-1.5807794395055992,1
-33.52,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,0.0001230239868164,0.9921875,0.0001230239868164,0.9921875,-9.0,-9.0,congruent,semantic,-2.0,-2.0,-0.8,-0.40991357691564845,-1.2646235516044795,1
-25.14,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,8.940696716308594e-06,1.0,8.940696716308594e-06,1.0,-11.625,-11.625,congruent,semantic,-4.625,-4.625,-0.6,-0.6271112401722698,-0.9484676637033594,1
-16.76,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,1.7583370208740234e-06,1.0,1.7583370208740234e-06,1.0,-13.25,-13.25,congruent,semantic,-6.25,-6.25,-0.4,-0.7615669364739878,-0.6323117758022397,1
-8.38,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,3.293156623840332e-06,1.0,3.293156623840332e-06,1.0,-12.625,-12.625,congruent,semantic,-5.625,-5.625,-0.2,-0.7098532071271731,-0.31615588790111987,1
0.0,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,0.0009117126464843,1.0,0.0009117126464843,1.0,-7.0,-7.0,congruent,semantic,0.0,0.0,0.0,-0.2444296430058417,1.2763765313404844e-18,1
11.6,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,0.9921875,0.006683349609375,0.9921875,0.006683349609375,5.0,5.0,congruent,semantic,12.0,12.0,0.2,0.7484739604529989,0.31615588790111987,1
23.2,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,1.0,9.632110595703124e-05,1.0,9.632110595703124e-05,9.25,9.25,congruent,semantic,16.25,16.25,0.4,1.1001273200113382,0.6323117758022397,1
34.8,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,1.0,2.753734588623047e-05,1.0,2.753734588623047e-05,10.5,10.5,congruent,semantic,17.5,17.5,0.6,1.2035547787049674,0.9484676637033594,1
46.4,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,1.0,1.2993812561035156e-05,1.0,1.2993812561035156e-05,11.25,11.25,congruent,semantic,18.25,18.25,0.8,1.265611253921145,1.2646235516044795,1
58.0,utilitarian,1,Advantage,Disadvantage,Advantage,Disadvantage,1.0,3.123283386230469e-05,1.0,3.123283386230469e-05,10.375,10.375,congruent,semantic,17.375,17.375,1.0,1.1932120328356046,1.5807794395055992,1
-41.9,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,1.125037670135498e-06,0.498046875,0.498046875,1.125037670135498e-06,-13.0,13.0,incongruent,semantic,-5.5,5.5,-1.0,-0.7408814447352619,-1.5807794395055992,1
-33.52,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,2.250075340270996e-06,0.6875,0.6875,2.250075340270996e-06,-12.625,12.625,incongruent,semantic,-5.125,5.125,-0.8,-0.7098532071271731,-1.2646235516044795,1
-25.14,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,1.6838312149047852e-06,0.65625,0.65625,1.6838312149047852e-06,-12.875,12.875,incongruent,semantic,-5.375,5.375,-0.6,-0.730538698865899,-0.9484676637033594,1
-16.76,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,1.0952353477478027e-06,0.427734375,0.427734375,1.0952353477478027e-06,-12.875,12.875,incongruent,semantic,-5.375,5.375,-0.4,-0.730538698865899,-0.6323117758022397,1
-8.38,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,5.304813385009766e-06,0.31640625,0.31640625,5.304813385009766e-06,-11.0,11.0,incongruent,semantic,-3.5,3.5,-0.2,-0.5753975108254552,-0.31615588790111987,1
0.0,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.0004501342773437,0.81640625,0.81640625,0.0004501342773437,-7.5,7.5,incongruent,semantic,0.0,0.0,0.0,-0.2858006264832934,1.2763765313404844e-18,1
11.6,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.046630859375,0.9375,0.9375,0.046630859375,-3.0,3.0,incongruent,semantic,4.5,-4.5,0.2,0.08653822481377181,0.31615588790111987,1
23.2,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.037353515625,0.9609375,0.9609375,0.037353515625,-3.25,3.25,incongruent,semantic,4.25,-4.25,0.4,0.06585273307504597,0.6323117758022397,1
34.8,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.029296875,0.96875,0.96875,0.029296875,-3.5,3.5,incongruent,semantic,4.0,-4.0,0.6,0.04516724133632013,0.9484676637033594,1
46.4,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.029296875,0.96875,0.96875,0.029296875,-3.5,3.5,incongruent,semantic,4.0,-4.0,0.8,0.04516724133632013,1.2646235516044795,1
58.0,utilitarian,-1,Advantage,Disadvantage,Disadvantage,Advantage,0.037353515625,0.9609375,0.9609375,0.037353515625,-3.25,3.25,incongruent,semantic,4.25,-4.25,1.0,0.06585273307504597,1.5807794395055992,1
-41.9,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,4.67989593744278e-08,1.0,4.67989593744278e-08,1.0,-16.875,-16.875,congruent,semantic,-9.125,-9.125,-1.0,-1.0615065666855124,-1.5807794395055992,1
-33.52,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,5.308538675308228e-08,1.0,5.308538675308228e-08,1.0,-16.75,-16.75,congruent,semantic,-9.0,-9.0,-0.8,-1.0511638208161496,-1.2646235516044795,1
-25.14,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,1.2759119272232058e-07,1.0,1.2759119272232058e-07,1.0,-15.875,-15.875,congruent,semantic,-8.125,-8.125,-0.6,-0.978764599730609,-0.9484676637033594,1
-16.76,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,4.451721906661988e-07,1.0,4.451721906661988e-07,1.0,-14.625,-14.625,congruent,semantic,-6.875,-6.875,-0.4,-0.8753371410369799,-0.6323117758022397,1
-8.38,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,4.798173904418945e-06,1.0,4.798173904418945e-06,1.0,-12.25,-12.25,congruent,semantic,-4.5,-4.5,-0.2,-0.6788249695190843,-0.31615588790111987,1
0.0,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,0.0004310607910156,1.0,0.0004310607910156,1.0,-7.75,-7.75,congruent,semantic,0.0,0.0,0.0,-0.3064861182220192,1.2763765313404844e-18,1
11.6,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,0.8515625,0.1484375,0.8515625,0.1484375,1.75,1.75,congruent,semantic,9.5,9.5,0.2,0.47956256784956286,0.31615588790111987,1
23.2,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,1.0,0.000335693359375,1.0,0.000335693359375,8.0,8.0,congruent,semantic,15.75,15.75,0.4,0.996699861317709,0.6323117758022397,1
34.8,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,1.0,4.798173904418945e-06,1.0,4.798173904418945e-06,12.25,12.25,congruent,semantic,20.0,20.0,0.6,1.3483532208760485,0.9484676637033594,1
46.4,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,1.0,7.338821887969971e-07,1.0,7.338821887969971e-07,14.125,14.125,congruent,semantic,21.875,21.875,0.8,1.503494408916492,1.2646235516044795,1
58.0,utilitarian,1,Feasible,Infeasible,Feasible,Infeasible,1.0,1.2069940567016602e-06,1.0,1.2069940567016602e-06,13.625,13.625,congruent,semantic,21.375,21.375,1.0,1.4621234254390405,1.5807794395055992,1
-41.9,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,5.502442945726216e-11,1.0,1.0,5.502442945726216e-11,-23.625,23.625,incongruent,semantic,-10.125,10.125,-1.0,-1.6200148436311101,-1.5807794395055992,1
-33.52,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,1.318767317570746e-10,1.0,1.0,1.318767317570746e-10,-22.75,22.75,incongruent,semantic,-9.25,9.25,-0.8,-1.5476156225455697,-1.2646235516044795,1
-25.14,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,8.003553375601767e-11,1.0,1.0,8.003553375601767e-11,-23.25,23.25,incongruent,semantic,-9.75,9.75,-0.6,-1.5889866060230216,-0.9484676637033594,1
-16.76,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,1.9190338207408783e-10,1.0,1.0,1.9190338207408783e-10,-22.375,22.375,incongruent,semantic,-8.875,8.875,-0.4,-1.5165873849374811,-0.6323117758022397,1
-8.38,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,1.6079866327345371e-09,1.0,1.0,1.6079866327345371e-09,-20.25,20.25,incongruent,semantic,-6.75,6.75,-0.2,-1.3407607051583113,-0.31615588790111987,1
0.0,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,1.3709068298339844e-06,1.0,1.0,1.3709068298339844e-06,-13.5,13.5,incongruent,semantic,0.0,0.0,0.0,-0.7822524282127136,1.2763765313404844e-18,1
11.6,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,0.1826171875,0.81640625,0.81640625,0.1826171875,-1.5,1.5,incongruent,semantic,12.0,-12.0,0.2,0.21065117524612686,0.31615588790111987,1
23.2,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,0.81640625,0.1826171875,0.1826171875,0.81640625,1.5,-1.5,incongruent,semantic,15.0,-15.0,0.4,0.458877076110837,0.6323117758022397,1
34.8,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,0.90625,0.09521484375,0.09521484375,0.90625,2.25,-2.25,incongruent,semantic,15.75,-15.75,0.6,0.5209335513270146,0.9484676637033594,1
46.4,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,0.87890625,0.119140625,0.119140625,0.87890625,2.0,-2.0,incongruent,semantic,15.5,-15.5,0.8,0.5002480595882887,1.2646235516044795,1
58.0,utilitarian,-1,Feasible,Infeasible,Infeasible,Feasible,0.87890625,0.119140625,0.119140625,0.87890625,2.0,-2.0,incongruent,semantic,15.5,-15.5,1.0,0.5002480595882887,1.5807794395055992,1
-41.9,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,4.529953002929688e-05,0.99609375,4.529953002929688e-05,0.99609375,-10.0,-10.0,congruent,semantic,-1.5,-1.5,-1.0,-0.4926555438705518,-1.5807794395055992,1
-33.52,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,8.940696716308594e-06,1.0,8.940696716308594e-06,1.0,-11.625,-11.625,congruent,semantic,-3.125,-3.125,-0.8,-0.6271112401722698,-1.2646235516044795,1
-25.14,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,3.725290298461914e-06,1.0,3.725290298461914e-06,1.0,-12.5,-12.5,congruent,semantic,-4.0,-4.0,-0.6,-0.6995104612578101,-0.9484676637033594,1
-16.76,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,3.293156623840332e-06,1.0,3.293156623840332e-06,1.0,-12.625,-12.625,congruent,semantic,-4.125,-4.125,-0.4,-0.7098532071271731,-0.6323117758022397,1
-8.38,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,1.1444091796875e-05,1.0,1.1444091796875e-05,1.0,-11.375,-11.375,congruent,semantic,-2.875,-2.875,-0.2,-0.6064257484335439,-0.31615588790111987,1
0.0,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,0.0002031326293945,1.0,0.0002031326293945,1.0,-8.5,-8.5,congruent,semantic,0.0,0.0,0.0,-0.36854259343819673,1.2763765313404844e-18,1
11.6,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,0.376953125,0.62109375,0.376953125,0.62109375,-0.5,-0.5,congruent,semantic,8.0,8.0,0.2,0.29339314220103024,0.31615588790111987,1
23.2,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,0.99609375,0.0011672973632812,0.99609375,0.0011672973632812,6.75,6.75,congruent,semantic,15.25,15.25,0.4,0.8932724026240798,0.6323117758022397,1
34.8,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,1.0,2.753734588623047e-05,1.0,2.753734588623047e-05,10.5,10.5,congruent,semantic,19.0,19.0,0.6,1.2035547787049674,0.9484676637033594,1
46.4,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,1.0,1.996755599975586e-06,1.0,1.996755599975586e-06,13.125,13.125,congruent,semantic,21.625,21.625,0.8,1.420752441961589,1.2646235516044795,1
58.0,utilitarian,1,Efficient,Inefficient,Efficient,Inefficient,1.0,5.029141902923584e-07,1.0,5.029141902923584e-07,14.5,14.5,congruent,semantic,23.0,23.0,1.0,1.534522646524581,1.5807794395055992,1
-41.9,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,1.4901161193847656e-06,0.9609375,0.9609375,1.4901161193847656e-06,-13.375,13.375,incongruent,semantic,2.25,-2.25,-1.0,-0.7719096823433507,-1.5807794395055992,1
-33.52,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,3.03611159324646e-07,0.98828125,0.98828125,3.03611159324646e-07,-15.0,15.0,incongruent,semantic,0.625,-0.625,-0.8,-0.9063653786450686,-1.2646235516044795,1
-25.14,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,2.211891114711761e-08,1.0,1.0,2.211891114711761e-08,-17.625,17.625,incongruent,semantic,-2.0,2.0,-0.6,-1.12356304190169,-0.9484676637033594,1
-16.76,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,1.251464709639549e-09,1.0,1.0,1.251464709639549e-09,-20.5,20.5,incongruent,semantic,-4.875,4.875,-0.4,-1.3614461968970373,-0.6323117758022397,1
-8.38,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,1.6079866327345371e-09,1.0,1.0,1.6079866327345371e-09,-20.25,20.25,incongruent,semantic,-4.625,4.625,-0.2,-1.3407607051583113,-0.31615588790111987,1
0.0,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,1.6391277313232425e-07,1.0,1.0,1.6391277313232425e-07,-15.625,15.625,incongruent,semantic,0.0,0.0,0.0,-0.9580791079918832,1.2763765313404844e-18,1
11.6,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,0.004058837890625,0.9921875,0.9921875,0.004058837890625,-5.5,5.5,incongruent,semantic,10.125,-10.125,0.2,-0.12031669257348662,0.31615588790111987,1
23.2,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,0.07568359375,0.921875,0.921875,0.07568359375,-2.5,2.5,incongruent,semantic,13.125,-13.125,0.4,0.12790920829122351,0.6323117758022397,1
34.8,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,0.06005859375,0.94140625,0.94140625,0.06005859375,-2.75,2.75,incongruent,semantic,12.875,-12.875,0.6,0.10722371655249766,0.9484676637033594,1
46.4,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,0.037353515625,0.9609375,0.9609375,0.037353515625,-3.25,3.25,incongruent,semantic,12.375,-12.375,0.8,0.06585273307504597,1.2646235516044795,1
58.0,utilitarian,-1,Efficient,Inefficient,Inefficient,Efficient,0.037353515625,0.9609375,0.9609375,0.037353515625,-3.25,3.25,incongruent,semantic,12.375,-12.375,1.0,0.06585273307504597,1.5807794395055992,1
-41.9,utilitarian,1,Saving,Wasteful,Saving,Wasteful,1.0654330253601074e-06,0.87890625,1.0654330253601074e-06,0.87890625,-13.625,-13.625,congruent,semantic,-6.0,-6.0,-1.0,-0.7925951740820765,-1.5807794395055992,1
-33.52,utilitarian,1,Saving,Wasteful,Saving,Wasteful,2.735760062932968e-08,0.9609375,2.735760062932968e-08,0.9609375,-17.375,-17.375,congruent,semantic,-9.75,-9.75,-0.8,-1.1028775501629642,-1.2646235516044795,1
-25.14,utilitarian,1,Saving,Wasteful,Saving,Wasteful,9.74978320300579e-10,1.0,9.74978320300579e-10,1.0,-20.75,-20.75,congruent,semantic,-13.125,-13.125,-0.6,-1.382131688635763,-0.9484676637033594,1
-16.76,utilitarian,1,Saving,Wasteful,Saving,Wasteful,4.05634636990726e-10,1.0,4.05634636990726e-10,1.0,-21.625,-21.625,congruent,semantic,-14.0,-14.0,-0.4,-1.4545309097213035,-0.6323117758022397,1
-8.38,utilitarian,1,Saving,Wasteful,Saving,Wasteful,4.6566128730773926e-08,0.9921875,4.6566128730773926e-08,0.9921875,-16.875,-16.875,congruent,semantic,-9.25,-9.25,-0.2,-1.0615065666855124,-0.31615588790111987,1
0.0,utilitarian,1,Saving,Wasteful,Saving,Wasteful,0.0004329681396484,0.890625,0.0004329681396484,0.890625,-7.625,-7.625,congruent,semantic,0.0,0.0,0.0,-0.2961433723526563,1.2763765313404844e-18,1
11.6,utilitarian,1,Saving,Wasteful,Saving,Wasteful,0.9375,0.046630859375,0.9375,0.046630859375,3.0,3.0,congruent,semantic,10.625,10.625,0.2,0.5829900265431921,0.31615588790111987,1
23.2,utilitarian,1,Saving,Wasteful,Saving,Wasteful,1.0,0.0009117126464843,1.0,0.0009117126464843,7.0,7.0,congruent,semantic,14.625,14.625,0.4,0.9139578943628056,0.6323117758022397,1
34.8,utilitarian,1,Saving,Wasteful,Saving,Wasteful,1.0,0.0001230239868164,1.0,0.0001230239868164,9.0,9.0,congruent,semantic,16.625,16.625,0.6,1.0794418282726124,0.9484676637033594,1
46.4,utilitarian,1,Saving,Wasteful,Saving,Wasteful,1.0,4.529953002929688e-05,1.0,4.529953002929688e-05,10.0,10.0,congruent,semantic,17.625,17.625,0.8,1.1621837952275158,1.2646235516044795,1
58.0,utilitarian,1,Saving,Wasteful,Saving,Wasteful,1.0,3.528594970703125e-05,1.0,3.528594970703125e-05,10.25,10.25,congruent,semantic,17.875,17.875,1.0,1.1828692869662416,1.5807794395055992,1
-41.9,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,1.6763806343078613e-08,0.05810546875,0.05810546875,1.6763806343078613e-08,-15.0625,15.0625,incongruent,semantic,-7.5625,7.5625,-1.0,-0.9115367515797501,-1.5807794395055992,1
-33.52,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,1.387670636177063e-07,0.010009765625,0.010009765625,1.387670636177063e-07,-11.1875,11.1875,incongruent,semantic,-3.6875,3.6875,-0.8,-0.5909116296294996,-1.2646235516044795,1
-25.14,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,4.731118679046631e-07,0.0234375,0.0234375,4.731118679046631e-07,-10.8125,10.8125,incongruent,semantic,-3.3125,3.3125,-0.6,-0.5598833920214108,-0.9484676637033594,1
-16.76,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,2.9336661100387573e-08,0.0201416015625,0.0201416015625,2.9336661100387573e-08,-13.4375,13.4375,incongruent,semantic,-5.9375,5.9375,-0.4,-0.7770810552780321,-0.6323117758022397,1
-8.38,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,5.611218512058259e-08,0.041015625,0.041015625,5.611218512058259e-08,-13.5,13.5,incongruent,semantic,-6.0,6.0,-0.2,-0.7822524282127136,-0.31615588790111987,1
0.0,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,0.0001420974731445,0.255859375,0.255859375,0.0001420974731445,-7.5,7.5,incongruent,semantic,0.0,0.0,0.0,-0.2858006264832934,1.2763765313404844e-18,1
11.6,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,0.80078125,0.1083984375,0.1083984375,0.80078125,2.0,-2.0,incongruent,semantic,9.5,-9.5,0.2,0.5002480595882887,0.31615588790111987,1
23.2,utilitarian,-1,Saving,Wasteful,Wasteful,Saving,0.9921875,0.005218505859375,0.005218505859375,0.9921875,5.25,-5.25,incongruent,semantic,12.75,-12.75,0.4,0.7691594521917248,0.6323117758022397,1
